1630463131.150197,0.877460,-0.318671,9.754302,0.001051,0.000613,0.000935,
1630463131.158721,1.117638,-0.282678,9.766416,0.002743,0.000795,0.001552,
1630463131.168368,0.921193,-0.311108,9.763532,0.001188,0.001331,0.000327,
1630463131.178155,1.105639,-0.277186,9.751663,-0.001630,0.003967,0.003029,
1630463131.187852,0.975052,-0.288724,9.724257,-0.004707,0.000300,0.001534,
1630463131.198761,0.977882,-0.322268,9.755325,-0.004400,0.001488,0.003880,
1630463131.208455,1.069844,-0.290900,9.747991,0.000358,0.003255,0.005174,
1630463131.220214,0.873983,-0.344890,9.761436,-0.000536,0.003346,0.001835,
1630463131.228553,1.108044,-0.305270,9.735481,0.000180,-0.002700,0.001288,
1630463131.237984,0.878048,-0.354750,9.754029,-0.005014,-0.002040,0.001968,
1630463131.248603,1.061435,-0.320153,9.755813,0.000163,0.004000,0.003367,
1630463131.258337,0.964399,-0.367058,9.772544,0.000662,0.002056,0.002090,
1630463131.268037,0.964443,-0.365384,9.766288,-0.000219,0.008107,0.000810,
1630463131.278795,1.043132,-0.298595,9.733413,0.001324,-0.001176,0.002985,
1630463131.288475,0.875601,-0.387328,9.756879,0.000402,0.001567,0.001151,
1630463131.300312,1.057551,-0.306550,9.773606,0.002258,-0.002815,-0.000291,
1630463131.308928,0.872519,-0.365280,9.748813,-0.000954,-0.001052,-0.000298,
1630463131.318578,1.046529,-0.304445,9.745916,0.002960,0.002227,0.003313,
1630463131.328186,0.926834,-0.338861,9.769747,0.000127,-0.001194,-0.000235,
1630463131.338935,0.966936,-0.328382,9.757868,0.002008,0.005511,0.003953,
1630463131.348455,1.030687,-0.319777,9.762523,0.002853,-0.002207,0.003003,
1630463131.358062,0.868841,-0.339535,9.755714,0.001214,0.002974,0.003987,
1630463131.368690,1.061973,-0.325628,9.737871,-0.003411,0.000522,0.003218,
1630463131.378235,0.846485,-0.349420,9.725446,-0.003396,-0.001258,0.002936,
1630463131.387857,1.051927,-0.281401,9.697197,0.001984,-0.000963,-0.001349,
1630463131.398642,0.884755,-0.377140,9.715865,0.001701,-0.001352,0.001525,
1630463131.408299,0.995632,-0.317362,9.732421,0.000181,0.003015,0.003155,
1630463131.417949,1.007413,-0.336445,9.753166,-0.001468,0.004906,0.000338,
1630463131.428687,0.927565,-0.346786,9.745000,0.001021,-0.000973,0.003069,
1630463131.438318,1.103462,-0.318054,9.719173,-0.000243,-0.002502,-0.000785,
1630463131.450052,0.878444,-0.353338,9.746103,0.001975,0.001305,0.000998,
1630463131.458548,1.082955,-0.291660,9.735140,0.004130,0.002418,0.002759,
1630463131.468094,0.922548,-0.371327,9.753751,0.000418,-0.000449,0.000267,
1630463131.478675,1.036909,-0.331091,9.767684,-0.004900,0.004778,-0.000432,
1630463131.488214,0.951409,-0.361054,9.757056,0.002269,-0.004873,0.000358,
1630463131.498888,0.992345,-0.346181,9.768309,0.001244,0.004864,0.001507,
1630463131.508429,1.067011,-0.337464,9.777850,-0.001918,-0.001739,0.002570,
1630463131.520150,0.865521,-0.342700,9.776366,0.001236,0.005212,0.001626,
1630463131.528657,1.114724,-0.322235,9.776928,-0.005081,0.001932,0.002781,
1630463131.538288,0.852763,-0.383789,9.777631,0.005122,0.004191,0.005745,
1630463131.547975,1.072413,-0.273063,9.755476,-0.004116,0.003698,-0.001088,
1630463131.558783,0.941858,-0.405682,9.740416,-0.001191,-0.003460,0.003300,
1630463131.568369,0.987468,-0.273611,9.735537,0.001911,-0.000401,0.000464,
1630463131.577955,1.019739,-0.356099,9.724283,-0.000377,-0.000110,0.004622,
1630463131.588658,0.869248,-0.306257,9.729932,0.002999,0.008764,0.004571,
1630463131.600569,1.106374,-0.308490,9.732352,0.001656,0.003051,0.005839,
1630463131.609168,0.853105,-0.366208,9.743838,-0.001425,0.002939,0.004911,
1630463131.618881,1.068484,-0.301576,9.768988,-0.000955,0.000498,0.000339,
1630463131.628332,0.895656,-0.403351,9.779136,-0.001341,-0.002635,0.004371,
1630463131.638812,0.967900,-0.267847,9.775737,-0.003350,0.002281,-0.000967,
1630463131.648371,1.026934,-0.394997,9.777140,-0.001189,0.000202,0.001333,
1630463131.658002,0.884956,-0.283344,9.767564,0.001308,0.002965,0.006934,
1630463131.668712,1.097479,-0.350855,9.766376,0.001367,-0.004618,0.002996,
1630463131.678262,0.825091,-0.315512,9.769064,0.002231,0.002197,-0.002274,
1630463131.689059,1.096290,-0.280235,9.750752,-0.001578,0.002151,0.002474,
1630463131.698767,0.914007,-0.335004,9.753453,0.004255,0.003544,0.004400,
1630463131.708390,0.950955,-0.286390,9.735548,-0.000791,0.004864,0.002406,
1630463131.719064,1.034413,-0.398142,9.747719,-0.001901,0.000436,0.003154,
1630463131.728622,0.838100,-0.294905,9.740582,0.002109,0.006262,0.003935,
1630463131.738243,1.143534,-0.310530,9.756517,-0.002173,0.000591,0.002750,
1630463131.748869,0.810843,-0.401112,9.732231,0.001217,0.003662,0.001127,
1630463131.758381,1.135898,-0.304681,9.729615,-0.000566,-0.002888,-0.002708,
1630463131.769104,0.880356,-0.425107,9.738544,0.000011,0.001020,0.003234,
1630463131.778606,1.010319,-0.270059,9.751215,0.001930,0.005037,0.000529,
1630463131.788299,1.034846,-0.427965,9.743786,-0.000946,0.000340,0.001799,
1630463131.798980,0.889756,-0.275883,9.779267,0.003772,0.000823,0.002674,
1630463131.808586,1.115334,-0.359183,9.765467,-0.002898,-0.004460,0.002030,
1630463131.818293,0.894603,-0.326128,9.800114,0.004382,0.004409,0.003114,
1630463131.829117,1.097858,-0.314955,9.777108,-0.002009,-0.002469,0.001103,
1630463131.838767,0.926178,-0.393837,9.780936,0.006153,-0.000706,0.000336,
1630463131.848410,1.057360,-0.206999,9.811926,-0.001220,0.000105,-0.000666,
1630463131.859187,0.957747,-0.399004,9.779265,-0.000027,0.000972,0.004042,
1630463131.868762,0.949757,-0.254875,9.762932,0.000767,0.000287,0.000168,
1630463131.878201,1.029171,-0.414011,9.756377,0.000230,0.001342,0.001050,
1630463131.888830,0.913955,-0.253178,9.712307,0.004797,0.005854,-0.000639,
1630463131.898411,1.012948,-0.358886,9.706825,-0.000204,-0.002255,0.005140,
1630463131.909112,0.874155,-0.339040,9.676366,-0.000602,0.002334,-0.002494,
1630463131.918653,1.027663,-0.323684,9.729104,0.000084,0.001545,0.003513,
1630463131.928152,0.907436,-0.378338,9.752276,0.004233,-0.000586,-0.000142,
1630463131.938663,1.024160,-0.304870,9.772696,0.000142,0.005389,0.003097,
1630463131.948056,0.959622,-0.380648,9.781616,-0.003374,-0.001463,0.000925,
1630463131.958725,0.955318,-0.311196,9.777511,-0.001360,0.005890,0.001294,
1630463131.968197,1.023459,-0.346745,9.784694,0.000627,-0.001998,0.001747,
1630463131.978752,0.934535,-0.333387,9.757877,0.001956,-0.000323,0.002778,
1630463131.988202,1.069919,-0.377340,9.812580,-0.000308,0.004045,0.004210,
1630463131.998778,0.963689,-0.379885,9.814755,0.001430,-0.003940,0.000224,
1630463132.008217,1.041297,-0.269593,9.820800,-0.000295,0.001725,0.002218,
1630463132.018796,0.938999,-0.375251,9.776839,0.000078,-0.006424,0.002670,
1630463132.028261,1.031584,-0.274614,9.718144,-0.000663,0.005009,0.004209,
1630463132.038786,0.932548,-0.361698,9.740390,0.000072,-0.004719,-0.002296,
1630463132.049258,0.942307,-0.273079,9.730385,0.001522,-0.001304,0.003169,
1630463132.058886,1.066457,-0.325750,9.736257,-0.001621,0.002422,0.002634,
1630463132.068549,0.894822,-0.336136,9.725213,-0.000148,0.000297,0.004261,
1630463132.078227,1.038210,-0.282083,9.717273,-0.001062,0.000238,0.003011,
1630463132.089079,0.891484,-0.376747,9.691999,0.000066,-0.000553,-0.000122,
1630463132.098727,1.026906,-0.277617,9.723051,-0.000472,0.003188,0.005773,
1630463132.108386,0.951242,-0.327356,9.725989,-0.001134,-0.003943,0.001677,
1630463132.117956,0.995844,-0.291401,9.708246,-0.003065,0.004179,0.001105,
1630463132.128805,0.974583,-0.345940,9.751404,0.003148,0.003926,-0.000219,
1630463132.138461,0.952661,-0.353458,9.745071,0.002157,-0.001559,0.002851,
1630463132.149041,1.061475,-0.254972,9.775234,-0.001104,0.000482,0.001488,
1630463132.158539,0.885600,-0.390286,9.758494,-0.000601,-0.000796,0.001774,
